year,month,day,statefips,spend_acf,spend_aer,spend_all,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle,spend_apg,spend_grf,spend_hcs,spend_tws
2020,1,24,1,-0.000859,0.0358,0.00634,0.0219,0.000657,0.00687,-0.0213,0.00718,0.057,-0.0176
2020,1,24,2,0.00713,0.0492,-0.0264,-0.0106,.,-0.0699,0.159,-0.0327,-0.154,-0.0723
2020,1,24,4,-0.00915,0.0449,-0.0126,-0.00749,-0.00918,-0.0167,-0.0119,-0.0116,0.0207,-0.0461
2020,1,24,5,0.0244,-0.0527,-0.00707,0.0048,-0.00166,-0.0108,0.00842,-0.028,0.00586,0.00444
2020,1,24,6,0.00413,-0.00378,0.00813,0.00719,0.0124,0.00905,-0.0115,0.0161,0.0203,-0.00473
2020,1,24,8,0.00501,-0.0305,0.0135,0.0141,0.0029,0.015,0.0161,0.034,-0.00813,0.0178
2020,1,24,9,0.039,-0.0149,-0.00544,-0.0159,-0.00116,0.0184,-0.0171,0.00418,0.031,0.0373
2020,1,24,10,-0.0491,-0.0521,-0.00716,0.00187,-0.0432,-0.00994,-0.075,-0.0209,0.129,0.0363
2020,1,24,11,-0.00066,0.00528,-0.00252,0.00384,-0.0491,-0.00417,-0.0493,-0.00575,0.129,0.0115
2020,1,24,12,-0.0197,-0.0438,-0.0145,-0.0133,-0.0249,-0.0107,-0.00964,-0.011,-0.0186,-0.00569
2020,1,24,13,-0.0126,-0.0944,-0.0137,-0.0255,-0.0107,-0.00776,0.000435,-0.00171,-0.0169,0.0163
2020,1,24,15,0.00707,-0.0899,0.0108,-0.0042,0.109,0.0304,-0.00308,-0.0137,0.152,-0.00599
2020,1,24,16,-0.00105,0.047,-0.0135,-0.0508,-0.018,-0.0103,-0.00888,-0.00313,0.0172,-0.03
2020,1,24,17,0.000613,-0.184,-0.0318,-0.043,-0.0272,-0.0249,-0.0433,-0.0311,-0.0351,-0.0594
2020,1,24,18,0.00982,-0.00537,-0.0138,-0.0523,-0.000658,-0.00794,0.0515,-0.0331,-0.106,-0.0173
2020,1,24,19,-0.012,0.0408,-0.0126,-0.0266,0.00615,-0.00957,-0.0068,-0.0504,-0.0191,-0.0477
2020,1,24,20,0.075,0.0308,0.0329,0.073,0.0631,0.0151,0.104,0.016,-0.0772,0.0405
2020,1,24,21,0.0197,-0.00943,-0.00464,-0.000173,-0.00394,-0.0039,0.0153,-0.0205,-0.0531,-0.0496
2020,1,24,22,0.0133,-0.302,0.00306,-0.00713,-0.0234,0.0184,0.0167,0.000542,0.0646,-0.0366
2020,1,24,23,0.0396,-0.00302,0.0128,-0.0343,0.00636,0.0213,0.0774,-0.00688,0.00671,0.0151
2020,1,24,24,-0.041,-0.0781,-0.0167,-0.0261,0.0219,-0.00561,-0.0105,-0.0287,0.00236,0.0165
2020,1,24,25,0.0258,-0.0445,-0.00358,-0.00764,-0.0126,0.00507,0.0355,-0.0308,0.0485,-0.0379
2020,1,24,26,-0.0202,-0.0516,-0.0404,-0.0138,-0.0415,-0.0453,-0.0349,-0.055,-0.0984,-0.0306
2020,1,24,27,-0.0366,-0.0462,-0.0322,-0.0358,0.0107,-0.031,-0.0271,-0.072,-0.0438,-0.0379
2020,1,24,28,-0.00686,-0.017,0.00337,-0.0193,-0.00262,0.0218,0.000642,0.0217,-0.046,0.00216
2020,1,24,29,-0.0676,-0.0953,-0.0148,-0.0398,-0.0355,0.00261,-0.0128,-0.00182,-0.0276,-0.0122
2020,1,24,30,-0.0186,0.125,-0.00252,.,0.000099,-0.00111,0.0477,0.0277,-0.119,-0.0178
2020,1,24,31,0.0489,-0.0552,0.0171,0.0134,0.0676,0.0116,-0.00184,0.0164,0.0197,0.00696
2020,1,24,32,-0.0106,-0.09,-0.00618,-0.0174,0.0125,-0.00578,-0.00868,0.0116,-0.0714,0.0111
2020,1,24,33,0.0682,0.0163,0.0195,0.0121,0.14,0.0239,0.0139,-0.00328,-0.0138,-0.0394
2020,1,24,34,-0.00736,0.016,-0.00548,-0.00759,0.00563,-0.00414,-0.00722,-0.0202,-0.0451,0.00592
2020,1,24,35,-0.0143,0.12,0.004,0.041,-0.01,0.00619,0.0468,0.00405,-0.0279,0.0359
2020,1,24,36,0.00214,-0.0343,-0.0061,-0.00332,0.00127,-0.0104,0.0143,-0.0225,-0.0316,0.0606
2020,1,24,37,-0.0126,-0.0462,-0.0132,-0.0105,-0.0138,-0.0143,-0.00801,-0.00839,0.0162,-0.00304
2020,1,24,38,-0.0476,-0.107,-0.0301,-0.0145,-0.0575,-0.0337,-0.0372,-0.0505,-0.0709,-0.059
2020,1,24,39,0.0742,0.0531,-0.00267,-0.0081,-0.00243,-0.00184,0.0344,-0.000799,-0.0548,0.0375
2020,1,24,40,-0.000348,0.0156,-0.00231,0.0316,0.00892,-0.0172,-0.00534,-0.00649,-0.0307,-0.0445
2020,1,24,41,-0.0212,0.0112,0.00915,0.0235,0.0499,-0.00213,-0.0269,-0.0137,0.0298,-0.0186
2020,1,24,42,0.027,0.0303,-0.00238,-0.00289,0.0114,-0.00706,-0.00497,-0.0163,0.0543,0.0231
2020,1,24,44,0.042,1.06,-0.019,0.0289,-0.0795,-0.0409,0.0622,-0.0413,0.179,-0.132
2020,1,24,45,-0.0279,-0.0463,-0.0193,-0.009,-0.0208,-0.0209,-0.017,-0.00549,-0.0158,-0.0139
2020,1,24,46,-0.0397,-0.0167,-0.0305,-0.0846,0.00345,-0.0253,-0.0461,-0.0268,0.00498,-0.00531
2020,1,24,47,0.00172,-0.15,-0.0105,0.00155,-0.00752,-0.0148,-0.0196,0.00968,-0.0284,-0.0429
2020,1,24,48,0.0103,0.0415,0.0055,-0.00353,0.00256,0.0135,-0.00279,0.00444,-0.00185,0.000244
2020,1,24,49,-0.0238,-0.0221,-0.00283,-0.0129,-0.00961,0.00599,0.00972,-0.00729,0.00858,0.0202
2020,1,24,50,0.134,-0.0445,0.0677,0.0391,.,0.0721,0.0257,-0.0122,0.405,0.0161
2020,1,24,51,-0.0297,-0.0173,-0.0194,-0.0226,-0.00994,-0.0188,-0.0465,0.00116,-0.0338,0.0253
2020,1,24,53,-0.0154,-0.0539,-0.00193,-0.00485,-0.00765,0.00144,-0.013,-0.0156,0.0834,-0.0494
2020,1,24,54,0.0258,0.00237,-0.00961,0.132,-0.00815,-0.0208,-0.0376,-0.0349,0.00221,0.0105
2020,1,24,55,-0.0273,-0.0815,-0.0408,-0.0257,-0.0343,-0.047,-0.0351,-0.061,0.0288,-0.0399
2020,1,24,56,-0.0137,-0.0974,0.0291,0.0158,0.0927,0.0279,0.039,0.0226,0.0951,0.0297
2020,1,25,1,0.000291,0.0135,0.0058,0.0163,0.00199,0.00612,-0.0211,0.0385,0.0455,-0.0247
2020,1,25,2,-0.0648,0.0268,-0.0446,-0.0421,.,-0.0586,0.15,-0.0379,-0.0852,-0.174
2020,1,25,4,-0.00638,0.0495,-0.0104,-0.00882,-0.0101,-0.0114,-0.000813,0.00105,0.0139,-0.0258
2020,1,25,5,0.0303,-0.0178,0.00584,0.0326,0.0104,0.00174,0.0235,-0.0052,0.0115,0.0211
2020,1,25,6,-0.00308,-0.0127,0.00565,0.00426,0.00762,0.00773,-0.00462,0.0136,0.0165,-0.00769
2020,1,25,8,-0.00135,-0.0218,0.0127,0.0101,-0.0106,0.02,0.00549,0.0193,-0.0216,0.0173
2020,1,25,9,0.0651,-0.0207,-0.00232,-0.0122,-0.0304,0.0261,0.00909,-0.00452,-0.00163,0.0403
2020,1,25,10,0.00151,-0.103,0.00244,-0.00319,0.0368,0.00391,0.0102,-0.0125,0.0875,0.0308
2020,1,25,11,0.0161,-0.0395,0.0101,0.0152,-0.0229,0.00903,-0.0528,-0.00207,0.143,-0.00294
2020,1,25,12,-0.0165,-0.0247,-0.0125,-0.0118,-0.0215,-0.00917,-0.00702,-0.00939,-0.0184,-0.00413
2020,1,25,13,-0.00934,-0.107,-0.00729,-0.0221,-0.00267,-0.0000583,0.0135,0.00902,-0.0111,0.0221
2020,1,25,15,0.0157,-0.0911,0.0116,0.00115,0.0889,0.0244,-0.0132,-0.0114,0.13,0.0165
2020,1,25,16,-0.00114,0.116,-0.00485,-0.00249,-0.0196,-0.002,0.0239,0.000163,0.0172,-0.0279
2020,1,25,17,0.0277,-0.169,0.0013,-0.0129,0.000289,0.0121,0.00811,0.0628,-0.0173,-0.0274
2020,1,25,18,-0.007,-0.00763,0.00207,-0.0184,-0.00327,0.00869,0.088,0.00788,-0.0756,-0.011
2020,1,25,19,0.0226,0.0649,0.0396,0.0391,0.0431,0.0392,0.0598,0.0605,0.00722,-0.0041
2020,1,25,20,0.066,-0.0353,0.0268,0.0647,0.0482,0.0122,0.1,0.0374,-0.0836,0.0221
2020,1,25,21,0.0241,-0.0274,0.00356,-0.0314,-0.00608,0.0121,-0.00334,0.0172,-0.0773,0.00239
2020,1,25,22,0.0171,-0.258,0.0147,0.0551,-0.0189,0.0275,0.0461,0.0235,0.0341,-0.0137
2020,1,25,23,0.071,0.0195,0.0174,0.0026,0.0204,0.0179,0.0413,0.00129,0.0191,0.0398
2020,1,25,24,-0.00185,-0.0406,0.00137,-0.00901,0.067,0.00575,0.0198,0.0138,0.000352,0.0371
2020,1,25,25,0.0365,-0.0667,0.0131,0.00728,-0.02,0.0279,0.0411,0.0213,0.0584,-0.011
2020,1,25,26,0.011,-0.0195,-0.0128,-0.00373,-0.0175,-0.0125,0.0357,0.00916,-0.0854,-0.0271
2020,1,25,27,0.00116,-0.0183,-0.000703,-0.00753,0.0383,0.00376,0.0255,-0.0111,-0.0361,-0.021
2020,1,25,28,-0.0104,-0.0294,-0.00272,-0.0152,-0.00691,0.00904,-0.0314,0.0462,-0.0446,0.0184
2020,1,25,29,-0.082,-0.0767,-0.00485,-0.0378,-0.0097,0.00991,0.0207,0.0598,-0.00317,-0.0052
2020,1,25,30,-0.00188,0.122,-0.00367,.,0.00335,-0.00274,0.0773,0.0107,-0.19,-0.0136
2020,1,25,31,0.0389,-0.0712,0.0114,0.0129,0.045,0.00605,0.00589,0.0333,0.037,0.000652
2020,1,25,32,-0.0108,-0.0791,-0.00242,-0.00305,0.0126,-0.00654,0.00989,0.0155,-0.109,0.028
2020,1,25,33,0.0879,0.0215,0.0288,0.0208,0.158,0.0337,0.00346,0.0146,-0.0863,-0.012
2020,1,25,34,0.0101,0.0311,0.000211,-0.00178,0.00933,0.00163,-0.00344,-0.0118,-0.0286,0.00314
2020,1,25,35,-0.039,0.0788,-0.00679,0.0544,-0.00961,-0.0123,0.0401,0.000845,-0.0375,0.0197
2020,1,25,36,0.032,0.00458,0.0118,0.00774,0.0223,0.0148,0.0192,0.0238,-0.0194,0.0781
2020,1,25,37,-0.0186,-0.0498,-0.0112,-0.00536,-0.00668,-0.0153,-0.0136,-0.0012,0.0131,0.00906
2020,1,25,38,-0.00624,-0.0864,-0.00725,-0.0089,-0.00584,-0.00662,0.0173,-0.00543,-0.0553,-0.0255
2020,1,25,39,0.074,-0.00394,0.0298,0.0253,0.0294,0.0307,0.0671,0.103,-0.0736,0.0569
2020,1,25,40,0.0412,0.135,0.03,0.0569,0.0429,0.0165,0.0445,0.0497,-0.0647,0.0217
2020,1,25,41,-0.0335,-0.0319,-0.000167,-0.00327,0.0447,-0.00575,-0.0171,-0.0167,0.0366,-0.0237
2020,1,25,42,0.0436,0.0442,0.018,0.0258,0.0193,0.0129,0.0428,0.0321,0.0343,0.0336
2020,1,25,44,0.0491,1.04,0.00585,0.0278,-0.0778,0.0141,0.0687,-0.036,0.2,-0.034
2020,1,25,45,-0.0173,-0.0481,-0.013,-0.000515,-0.0147,-0.0149,-0.00953,0.00401,0.00793,-0.000904
2020,1,25,46,-0.00836,-0.0622,-0.0116,-0.0175,-0.00538,-0.0114,0.00472,0.0208,0.00973,-0.00956
2020,1,25,47,0.0071,-0.105,-0.00457,0.0166,-0.00322,-0.00875,-0.0144,0.0163,-0.00808,-0.0348
2020,1,25,48,0.00813,0.0339,0.00146,-0.00934,-0.00046,0.0105,-0.00777,0.00898,-0.00245,-0.00604
2020,1,25,49,-0.0324,-0.00908,-0.00516,-0.0158,-0.00177,0.00265,0.00967,-0.0189,-0.00398,0.00969
2020,1,25,50,0.108,-0.274,0.0544,0.0279,.,0.0617,0.00355,0.0298,0.308,0.0445
2020,1,25,51,-0.0115,-0.00556,-0.00614,-0.00542,-0.0101,-0.0056,-0.00889,0.0293,-0.0137,0.0198
2020,1,25,53,-0.00645,-0.0598,0.00263,-0.00349,0.00269,0.00893,-0.0199,-0.00321,0.0684,-0.02
2020,1,25,54,0.0509,0.00304,0.0299,0.134,0.0256,0.0264,0.00532,0.0482,-0.0357,0.0637
2020,1,25,55,-0.00282,-0.033,-0.0154,-0.00829,-0.00619,-0.019,0.0123,-0.0151,-0.00854,-0.00926
2020,1,25,56,-9.36E-07,-0.0702,0.0241,0.0224,0.0367,0.0236,-0.000496,0.00985,0.0857,0.0155
2020,1,26,1,-0.0217,-0.0000507,-0.014,-0.000864,-0.0203,-0.0123,-0.0411,0.0132,0.045,-0.0218
2020,1,26,2,-0.11,0.0739,-0.0272,-0.0221,.,-0.046,0.199,-0.0218,-0.0991,-0.137
2020,1,26,4,-0.00739,0.0331,-0.0094,-0.00599,-0.0133,-0.0101,0.00381,0.0176,0.00584,-0.0194
2020,1,26,5,-0.00814,0.0815,-0.00986,0.0483,-0.00676,-0.0149,-0.0165,-0.00343,0.00782,0.012
2020,1,26,6,-0.00712,-0.00956,0.0069,0.00642,0.0049,0.00804,-0.0000825,0.0209,0.0142,0.000916
2020,1,26,8,0.00227,-0.0459,0.00982,0.0056,-0.0143,0.0189,0.00833,0.0243,-0.0302,0.0171
2020,1,26,9,0.0443,-0.047,0.00702,0.00115,-0.0229,0.0258,0.0343,0.0818,-0.00891,0.0906
2020,1,26,10,0.00837,-0.179,0.00304,-0.0163,-0.0385,0.0138,-0.0118,0.0211,0.0813,0.0557
2020,1,26,11,-0.00895,-0.0447,0.00882,0.0103,-0.0146,0.021,-0.0469,0.0298,0.142,0.0372
2020,1,26,12,-0.0159,-0.0203,-0.00959,-0.00767,-0.0176,-0.007,-0.000504,-0.000045,-0.0151,0.000966
2020,1,26,13,-0.0348,-0.0997,-0.0202,-0.0313,-0.015,-0.0154,-0.00742,0.00374,-0.0121,0.00568
2020,1,26,15,0.00403,-0.061,0.00314,-0.000542,0.022,0.00807,-0.0164,0.00467,0.0908,-0.00621
2020,1,26,16,-0.00724,0.0624,-0.0125,-0.00894,-0.036,-0.00795,0.0291,0.00682,0.0138,-0.0351
2020,1,26,17,-0.0086,-0.186,-0.0304,-0.0433,-0.0231,-0.023,-0.033,0.00387,-0.0353,-0.0581
2020,1,26,18,-0.0484,-0.00974,0.00182,-0.00789,0.00275,0.00388,0.045,0.0223,-0.0841,-0.00768
2020,1,26,19,0.00859,0.109,0.0182,0.0191,0.0265,0.0164,0.0517,-0.000539,0.000162,-0.0102
2020,1,26,20,-0.0058,-0.00859,-0.00633,0.00319,0.0199,-0.0169,0.015,-0.00188,-0.0764,0.0192
2020,1,26,21,-0.00302,-0.0686,0.00586,-0.000426,-0.00393,0.0122,-0.0223,0.0612,-0.0829,0.0154
2020,1,26,22,0.0151,-0.0813,0.00896,0.0897,-0.0248,0.0169,0.0106,0.0277,0.0356,-0.0178
2020,1,26,23,0.0425,-0.0822,0.061,0.0442,0.0617,0.0627,0.0901,0.143,0.0215,0.0922
2020,1,26,24,-0.0184,-0.0533,-0.00967,-0.0151,0.0396,-0.0123,-0.000553,0.0271,-0.0112,0.036
2020,1,26,25,0.0413,-0.0771,0.0381,0.0367,0.05,0.0385,0.0287,0.154,0.0491,0.00511
2020,1,26,26,0.00357,-0.0989,-0.0321,-0.0299,-0.0305,-0.0332,0.0000735,-0.0164,-0.0839,-0.0383
2020,1,26,27,0.00469,0.0106,-0.00186,-0.00931,0.0298,0.00351,0.0429,-0.0133,-0.0369,-0.0168
2020,1,26,28,-0.0101,0.0437,-0.00487,-0.0105,-0.00283,-0.00867,-0.0567,0.0586,-0.0385,-0.0154
2020,1,26,29,-0.0866,-0.0547,-0.0245,-0.0306,-0.0231,-0.0227,-0.025,0.0289,-0.00466,-0.0258
2020,1,26,30,-0.029,0.186,-0.0218,.,0.00259,-0.0251,0.0845,0.00448,-0.195,-0.0232
2020,1,26,31,0.00469,-0.0601,0.0000938,0.0149,0.0348,-0.0107,-0.000143,0.0184,0.0351,-0.0241
2020,1,26,32,-0.0219,-0.0858,-0.0044,-0.00188,0.0112,-0.0103,0.0197,0.0244,-0.0956,0.0294
2020,1,26,33,0.0511,-0.0279,0.0586,0.0535,0.0154,0.064,0.0405,0.134,-0.0882,0.0344
2020,1,26,34,-0.0133,-0.00166,0.00313,0.00631,0.00797,-0.00399,0.000217,0.0547,-0.0232,0.0143
2020,1,26,35,-0.0609,0.0889,-0.00593,0.0039,-0.000732,-0.0091,0.0441,0.0303,-0.012,0.00265
2020,1,26,36,-0.000845,-0.0131,0.0116,0.0135,0.00899,0.0102,-0.00204,0.073,-0.0231,0.0909
2020,1,26,37,-0.0229,-0.0832,-0.0122,0.0048,-0.0109,-0.0202,-0.00504,0.0163,0.014,0.0166
2020,1,26,38,0.00273,-0.0538,-0.0151,-0.022,-0.00303,-0.0134,-0.00343,-0.0208,-0.0514,-0.0292
2020,1,26,39,-0.0072,-0.0248,-0.006,-0.00542,-0.00512,-0.00645,0.0157,0.0445,-0.0885,0.00797
2020,1,26,40,-0.016,0.0878,0.00295,0.0253,0.00164,-0.003,0.00823,0.0328,-0.0678,-0.0179
2020,1,26,41,-0.0484,-0.0479,0.0021,0.00966,0.0342,-0.00543,-0.00205,-0.00068,0.0398,-0.0187
2020,1,26,42,-0.00351,-0.011,0.0128,0.0289,0.0108,0.00356,0.0116,0.0793,0.0359,0.0442
2020,1,26,44,-0.0277,0.995,0.0172,0.0302,-0.126,0.0555,0.0461,0.114,0.173,-0.0266
2020,1,26,45,-0.0218,-0.0521,-0.0153,-0.000588,-0.0078,-0.021,-0.00292,0.0115,0.00731,-0.0101
2020,1,26,46,0.00465,-0.0532,-0.0129,-0.0162,-0.0355,-0.00857,-0.00267,0.00162,-0.00971,-0.0132
2020,1,26,47,-0.00919,-0.0825,-0.0128,0.00361,-0.00984,-0.0178,-0.0194,0.0186,0.000185,-0.0553
2020,1,26,48,-0.00402,0.0253,-0.003,-0.0134,-0.00268,0.00484,-0.0102,0.0166,-0.00319,-0.00856
2020,1,26,49,-0.0239,-0.018,-0.005,-0.00496,0.00652,-0.00651,0.00412,-0.0274,-0.011,0.00383
2020,1,26,50,-0.0056,-0.445,0.0457,0.0238,.,0.0503,-0.0537,0.124,0.289,0.125
2020,1,26,51,-0.0226,0.0114,-0.00897,-0.0107,-0.0068,-0.00772,-0.0138,0.0465,-0.00932,0.0275
2020,1,26,53,-0.00823,-0.0791,0.00258,-0.00149,-0.0134,0.00787,-0.017,-0.00321,0.042,-0.00806
2020,1,26,54,0.0159,-0.101,0.0185,0.123,0.0153,0.0139,-0.0338,0.0625,-0.0417,0.0733
2020,1,26,55,0.00258,-0.0181,-0.0297,-0.0307,-0.0254,-0.0298,0.0102,-0.0465,-0.0203,-0.0236
2020,1,26,56,0.0205,-0.0115,0.0275,0.028,0.0162,0.028,0.0119,0.00844,0.0848,0.0175
2020,1,27,1,-0.0182,-0.0278,-0.0225,-0.00954,-0.0278,-0.0216,-0.0163,-0.0218,0.0314,-0.0171
2020,1,27,2,-0.144,0.162,-0.0284,-0.0396,.,-0.0157,0.191,-0.0155,-0.107,-0.146
2020,1,27,4,0.0013,0.0387,-0.0178,-0.0191,-0.0243,-0.0149,-0.00192,-0.000989,-0.00295,-0.0194
2020,1,27,5,-0.0157,0.11,-0.0139,0.0616,-0.0189,-0.0155,-0.0146,-0.0253,0.0804,-0.0275
2020,1,27,6,-0.0167,0.0144,-0.00251,-0.00396,-0.00309,0.0000882,-0.0161,0.00137,-0.00367,-0.00725
2020,1,27,8,-0.00396,-0.0479,-0.00168,-0.00337,-0.0231,0.00418,-0.0066,0.00128,-0.0125,-0.00588
2020,1,27,9,-0.0166,-0.0949,-0.0353,-0.0382,-0.0712,-0.0223,-0.0337,-0.0334,-0.0442,0.0296
2020,1,27,10,-0.0197,-0.175,-0.0255,-0.0467,-0.04,-0.0149,-0.0136,-0.0137,0.0555,-0.0027
2020,1,27,11,-0.0337,-0.028,-0.0141,-0.0138,-0.0146,-0.0114,-0.0631,-0.00942,0.207,0.0863
2020,1,27,12,-0.00283,0.000203,-0.00378,-0.00858,-0.0147,0.0017,0.0197,0.0142,-0.0117,-0.00894
2020,1,27,13,-0.0215,-0.0491,-0.0212,-0.0305,-0.0131,-0.0185,-0.00691,-0.0109,-0.0123,-0.0102
2020,1,27,15,0.0101,-0.0461,0.00928,0.0112,0.0752,0.00221,-0.00824,-0.00421,0.0761,-0.0168
2020,1,27,16,-0.0103,0.091,-0.0181,0.00594,-0.0431,-0.0145,0.0312,0.015,0.0277,-0.0473
2020,1,27,17,-0.0107,-0.216,-0.0457,-0.0586,-0.0271,-0.0415,-0.0409,-0.0429,-0.0596,-0.0679
2020,1,27,18,-0.0949,0.0108,-0.0471,-0.0435,-0.048,-0.0477,-0.0261,-0.0575,-0.0766,-0.0424
2020,1,27,19,0.0191,0.126,0.000695,-0.00173,0.0217,-0.00167,0.0707,-0.0433,-0.00882,-0.0335
2020,1,27,20,-0.0224,-0.135,-0.0135,-0.0201,0.0187,-0.0227,0.00982,-0.0161,-0.00755,0.0115
2020,1,27,21,-0.0434,-0.0727,-0.0297,-0.0019,-0.0448,-0.0236,-0.0732,-0.0131,-0.117,-0.0275
2020,1,27,22,0.0125,-0.11,-0.00034,0.091,-0.0276,0.00271,0.000919,-0.00532,0.0793,-0.0456
2020,1,27,23,-0.031,-0.143,-0.00824,-0.00567,-0.009,-0.00819,0.00811,-0.012,-0.0267,0.0344
2020,1,27,24,-0.0238,-0.0404,-0.0228,-0.0266,-0.00856,-0.0188,-0.018,-0.0236,-0.0359,0.00773
2020,1,27,25,-0.0241,-0.0912,-0.0246,-0.0246,-0.00137,-0.0276,-0.0605,-0.0186,0.0437,-0.0307
2020,1,27,26,0.0131,-0.053,-0.0433,-0.0492,-0.039,-0.0438,-0.00139,-0.0676,-0.0615,-0.0653
2020,1,27,27,0.0224,0.049,-0.00616,-0.0121,-0.0111,-0.000272,0.0451,-0.0388,-0.00929,-0.0489
2020,1,27,28,-0.0122,-0.0225,-0.00871,0.0256,-0.0141,-0.00603,-0.0597,0.031,0.0235,-0.0255
2020,1,27,29,-0.0995,-0.0000904,-0.0346,-0.0338,-0.0386,-0.034,-0.0256,-0.0183,-0.0256,-0.0288
2020,1,27,30,-0.0614,0.123,-0.0239,.,-0.00484,-0.0273,0.105,-0.00321,-0.117,-0.0133
2020,1,27,31,-0.00502,-0.0804,-0.0173,-0.0123,0.0202,-0.0245,-0.0105,-0.0153,0.0364,-0.0414
2020,1,27,32,-0.0348,-0.0821,-0.0142,-0.00252,0.00206,-0.025,0.00726,-0.00379,-0.111,-0.015
2020,1,27,33,-0.0308,-0.0544,-0.0146,-0.0229,0.00558,-0.00777,-0.0739,-0.0295,-0.0933,-0.0108
2020,1,27,34,-0.0376,0.0011,-0.0189,-0.0151,-0.0173,-0.0265,-0.0319,-0.0142,-0.0236,0.00558
2020,1,27,35,-0.0353,0.0549,-0.0157,-0.0153,-0.0112,-0.0172,0.0417,0.045,-0.0212,-0.0196
2020,1,27,36,-0.0279,-0.0216,-0.0183,-0.0102,-0.0284,-0.0255,-0.0385,-0.0182,-0.0249,0.055
2020,1,27,37,-0.01,-0.0679,-0.0167,-0.00394,-0.00924,-0.0248,0.00468,0.00531,0.00598,0.000553
2020,1,27,38,0.0186,-0.0228,-0.0136,-0.0155,-0.000872,-0.0148,0.0188,-0.0303,-0.0219,-0.063
2020,1,27,39,-0.077,-0.0666,-0.0508,-0.0389,-0.0509,-0.0528,-0.064,-0.0544,-0.111,-0.0418
2020,1,27,40,0.00194,0.0526,-0.00411,-0.00369,-0.012,-0.000514,0.029,0.0104,-0.061,-0.00952
2020,1,27,41,-0.0468,0.00573,-0.00498,0.00913,0.0346,-0.016,-0.00879,-0.023,0.0623,-0.061
2020,1,27,42,-0.0486,-0.0334,-0.0194,-0.00226,-0.0208,-0.0294,-0.0228,-0.0111,0.0283,0.00559
2020,1,27,44,-0.0455,1.05,-0.00554,-0.00835,-0.131,0.0404,-0.0126,-0.0181,0.306,-0.142
2020,1,27,45,-0.0237,-0.00816,-0.0187,-0.00491,-0.0154,-0.0227,0.00885,0.00442,0.0151,-0.0165
2020,1,27,46,0.0161,0.0208,-0.0127,-0.0338,-0.0219,-0.00735,-0.00608,-0.00201,0.0132,-0.0425
2020,1,27,47,-0.0201,-0.0599,-0.0258,0.00387,-0.0264,-0.0294,-0.0171,-0.017,-0.00453,-0.0823
2020,1,27,48,-0.00756,0.0129,-0.00741,-0.0164,-0.00482,-0.00162,-0.017,-0.00257,-0.00362,-0.0334
2020,1,27,49,-0.00297,0.0295,-0.0111,-0.0139,0.0126,-0.0121,0.00342,-0.0387,0.023,-0.0365
2020,1,27,50,-0.0744,-0.464,-0.0306,-0.0734,.,-0.0232,-0.171,-0.0288,-0.0146,0.0873
2020,1,27,51,-0.0245,0.0284,-0.0143,-0.0143,-0.0219,-0.0116,-0.0157,0.0134,0.0135,0.00563
2020,1,27,53,0.0135,-0.0185,0.0114,0.00326,0.0272,0.0187,-0.00321,-0.00419,0.0486,-0.0118
2020,1,27,54,-0.0414,-0.167,-0.00734,0.08,-0.00761,-0.0131,-0.0508,-0.00273,-0.018,0.0409
2020,1,27,55,0.0162,0.0311,-0.0282,-0.0157,-0.0222,-0.0333,-0.00198,-0.0776,-0.0221,-0.031
2020,1,27,56,0.0125,0.0867,0.0113,0.00405,-0.0143,0.0144,0.0263,-0.0064,0.0152,-0.0248
2020,1,28,1,-0.0194,0.00405,-0.0349,-0.000676,-0.0454,-0.0354,-0.0304,-0.0836,-0.0111,-0.0553
2020,1,28,2,-0.169,-0.0573,-0.0166,-0.0453,.,0.0341,0.148,0.00609,-0.00827,-0.0784
2020,1,28,4,-0.0053,0.0314,-0.00885,-0.0181,-0.0149,-0.00157,-0.000934,0.00113,0.0118,0.00448
2020,1,28,5,-0.0139,0.0276,-0.0207,0.0386,-0.0227,-0.0231,0.0112,-0.0271,0.0703,-0.0421
2020,1,28,6,-0.0266,-0.0104,-0.00911,-0.00945,-0.00673,-0.009,-0.0136,-0.00765,-0.00212,0.0139
2020,1,28,8,0.00143,-0.0167,0.00715,0.0085,-0.00599,0.00821,0.00522,0.0217,-0.00469,-0.011
2020,1,28,9,-0.0553,-0.0941,-0.0594,-0.0587,-0.0911,-0.0554,-0.0393,-0.0747,-0.0433,0.0226
2020,1,28,10,-0.0303,-0.237,-0.03,-0.0621,-0.131,-0.0107,-0.0233,-0.0246,0.0785,0.0117
2020,1,28,11,-0.0641,0.105,-0.000414,0.00298,-0.0224,0.00334,-0.0404,-0.0171,0.105,0.098
2020,1,28,12,0.00319,0.00173,-0.0016,-0.0105,-0.00789,0.00315,0.0134,0.00605,0.00849,-0.0103
2020,1,28,13,-0.025,-0.0446,-0.026,-0.027,-0.018,-0.028,-0.0115,-0.0543,-0.0209,-0.0141
2020,1,28,15,0.0116,-0.0566,0.00745,0.0119,0.0202,-0.00132,0.00682,-0.00853,0.0149,-0.00659
2020,1,28,16,-0.0105,0.048,-0.0224,-0.0495,-0.0411,-0.0169,0.0245,0.00343,-0.0117,-0.0656
2020,1,28,17,-0.00301,-0.229,-0.0402,-0.0504,-0.0256,-0.0368,-0.0292,-0.0484,-0.0485,-0.06
