year,month,day,statefips,spend_acf,spend_aer,spend_all,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle,spend_apg,spend_grf,spend_hcs,spend_tws
2020,3,1,9,-0.0445,-0.138,-0.0252,-0.0176,-0.0551,-0.0375,0.0375,0.0492,-0.0188,-0.17
2020,3,1,10,-0.0806,-0.506,-0.0223,-0.0385,-0.0816,-0.0128,0.288,0.0806,-0.205,-0.156
2020,3,1,11,-0.0362,-0.175,-0.0263,-0.0333,-0.00254,-0.0088,-0.0012,0.153,-0.122,-0.246
2020,3,1,12,-0.0262,-0.0669,-0.00946,-0.017,-0.00301,-0.0107,0.0252,0.0356,-0.0265,-0.14
2020,3,1,13,-0.0327,-0.132,-0.00724,-0.0191,-0.00393,-0.00355,-0.00534,0.114,-0.0332,-0.137
2020,3,1,15,-0.0153,-0.0494,0.00913,0.00202,0.143,0.0119,0.0368,0.116,0.0354,-0.0745
2020,3,1,16,-0.0171,-0.0586,0.00323,-0.0184,0.0244,0.000566,0.00588,0.106,-0.0775,-0.0386
2020,3,1,17,-0.0635,-0.142,-0.0557,-0.0705,-0.0314,-0.054,-0.017,0.0387,-0.0807,-0.138
2020,3,1,18,-0.0546,-0.237,-0.0437,0.0274,-0.0344,-0.0622,-0.00917,0.0243,-0.073,-0.148
2020,3,1,19,-0.0531,-0.0735,-0.0228,-0.0214,-0.0469,-0.0189,0.0589,0.0629,-0.0783,-0.101
2020,3,1,20,0.0385,-0.0988,-0.0125,-0.00757,-0.0659,0.00489,-0.0212,-0.00802,-0.101,-0.149
2020,3,1,21,-0.041,-0.166,-0.0286,-0.0174,-0.028,-0.0303,-0.0126,0.0546,-0.00296,-0.111
2020,3,1,22,0.00756,0.159,-0.0414,0.00449,-0.0628,-0.0353,-0.0177,0.00421,-0.235,-0.149
2020,3,1,23,-0.0319,-0.101,-0.0366,-0.0629,-0.0369,-0.0337,0.0561,-0.00477,-0.0188,-0.17
2020,3,1,24,-0.0319,-0.13,-0.0127,-0.0269,0.0243,-0.00439,-0.00759,0.0891,-0.115,-0.132
2020,3,1,25,-0.0538,-0.0348,-0.0207,-0.0207,-0.0531,-0.0227,0.0546,0.0328,0.0446,-0.108
2020,3,1,26,-0.0103,-0.0445,-0.0414,-0.0336,-0.0266,-0.0507,0.00554,0.0299,-0.0774,-0.177
2020,3,1,27,0.0321,-0.0836,0.0325,0.0203,0.0578,0.0428,0.123,0.13,-0.0506,-0.106
2020,3,1,28,0.00703,-0.128,-0.0757,-0.0166,-0.0702,-0.0985,-0.0985,0.0318,-0.112,-0.184
2020,3,1,29,-0.0218,-0.192,-0.0144,0.013,-0.0539,-0.0118,-0.0142,-0.00167,-0.0385,-0.169
2020,3,1,30,0.0778,-0.0144,0.0221,.,0.145,-0.00041,0.194,0.18,-0.141,-0.0963
2020,3,1,31,0.0769,-0.068,0.0322,0.0426,0.0356,0.0269,0.145,0.104,-0.0947,-0.0427
2020,3,1,32,-0.0111,-0.293,-0.0234,-0.0212,-0.0436,-0.0184,-0.0359,0.174,0.0878,-0.11
2020,3,1,33,-0.0131,-0.0619,0.0027,-0.0105,-0.348,0.0212,-0.049,0.0433,0.15,-0.0502
2020,3,1,34,-0.0473,-0.0817,-0.00286,-0.0126,0.0217,0.00664,0.0107,0.067,0.0363,-0.0878
2020,3,1,35,-0.0715,-0.0715,0.0221,0.0802,0.016,0.0184,-0.000242,0.186,0.0142,-0.115
2020,3,1,36,-0.0647,-0.118,-0.0316,-0.0311,-0.0334,-0.0341,0.0283,0.0498,-0.06,-0.113
2020,3,1,37,-0.0502,-0.0281,0.000731,-0.00622,0.0115,0.000268,0.00351,0.0851,0.0107,-0.116
2020,3,1,38,0.0157,0.047,0.0122,-0.00327,0.0648,0.0107,0.0479,0.0415,-0.075,-0.0975
2020,3,1,39,-0.0586,-0.211,-0.0396,-0.0404,-0.0213,-0.0465,-0.0243,0.0647,-0.0481,-0.192
2020,3,1,40,0.0187,-0.123,0.000649,-0.0175,0.0014,0.00473,0.0412,0.0195,-0.00821,-0.123
2020,3,1,41,-0.019,-0.0577,0.0485,-0.00771,0.11,0.0608,0.0873,0.211,0.0513,-0.0837
2020,3,1,42,-0.0562,-0.154,-0.0387,-0.0224,-0.0713,-0.0409,-0.03,0.0225,-0.0655,-0.137
2020,3,1,44,-0.105,-0.346,-0.0868,0.0337,-0.202,-0.143,-0.117,-0.0221,0.0279,-0.0386
2020,3,1,45,-0.0314,-0.136,-0.0334,-0.0294,-0.0418,-0.0307,-0.00898,0.0254,-0.0186,-0.115
2020,3,1,46,-0.026,0.165,-0.0487,-0.0364,-0.173,-0.027,0.0476,0.0521,0.0419,-0.197
2020,3,1,47,-0.0395,0.0182,0.0111,0.0415,0.00186,0.0173,0.0633,0.0593,-0.0202,-0.0956
2020,3,1,48,-0.0135,-0.09,0.00566,-0.0004,-0.00375,0.0115,0.0162,0.0877,-0.0248,-0.0808
2020,3,1,49,-0.0583,-0.123,0.0187,0.00505,0.00836,0.0309,-0.0188,0.195,-0.06,-0.0673
2020,3,1,50,-0.131,-0.321,-0.138,-0.212,.,-0.124,-0.0556,-0.00447,-0.128,-0.138
2020,3,1,51,-0.051,-0.148,-0.0137,-0.0276,-0.000968,-0.00405,0.0125,0.0885,0.0186,-0.136
2020,3,1,53,-0.0737,0.0318,0.0154,-0.00342,0.0219,0.0349,0.0391,0.153,-0.00161,-0.0716
2020,3,1,54,-0.0648,-0.0161,-0.0499,-0.00434,-0.0627,-0.0411,-0.0254,0.0497,-0.0372,-0.177
2020,3,1,55,0.0225,0.0741,0.0142,-0.0214,0.0271,0.0263,0.11,0.075,-0.00874,-0.131
2020,3,1,56,-0.0361,-0.0796,-0.0166,-0.0532,-0.0393,-0.00877,-0.046,-0.00684,0.00485,-0.107
2020,3,2,1,-0.0447,0.0412,-0.0254,0.00456,-0.0168,-0.0423,-0.0833,0.0681,-0.0754,-0.152
2020,3,2,2,0.00514,-0.162,-0.0178,0.0128,.,-0.0774,0.0512,0.112,-0.21,-0.0624
2020,3,2,4,-0.0485,-0.0402,0.016,0.0085,0.00675,0.0231,-0.00408,0.105,-0.00418,-0.0677
2020,3,2,5,0.0494,-0.0904,0.0258,0.0245,0.0177,0.0299,0.0172,0.0421,0.101,-0.114
2020,3,2,6,-0.025,-0.0708,0.0237,0.0203,0.0347,0.028,0.0172,0.162,-0.00758,-0.124
2020,3,2,8,-0.0623,0.0383,-0.0173,-0.0226,-0.00223,-0.0147,-0.00239,0.102,-0.0791,-0.166
2020,3,2,9,-0.0307,-0.116,0.00667,0.0117,0.0122,-0.00624,0.0597,0.114,0.0168,-0.152
2020,3,2,10,-0.0882,-0.388,-0.0169,-0.0557,-0.0673,0.00271,0.298,0.0783,-0.217,-0.18
2020,3,2,11,-0.0579,-0.0777,-0.00718,-0.0135,0.0188,0.00544,-0.0341,0.166,-0.0835,-0.251
2020,3,2,12,-0.0237,-0.0429,-0.000184,-0.00907,0.00811,-0.00191,0.0208,0.0503,-0.0131,-0.144
2020,3,2,13,-0.0349,-0.134,-0.00308,-0.00107,-0.0114,-0.00298,-0.0158,0.137,-0.0479,-0.13
2020,3,2,15,-0.00992,-0.00582,0.0151,0.0116,0.0711,0.0165,0.051,0.129,0.066,-0.0856
2020,3,2,16,-0.0251,-0.075,0.0142,-0.00613,0.0285,0.0126,-0.0142,0.129,-0.0363,-0.0266
2020,3,2,17,-0.0699,-0.0738,-0.0542,-0.0605,-0.0351,-0.0569,-0.0285,0.026,-0.0764,-0.145
2020,3,2,18,-0.0626,-0.246,-0.0537,0.0106,-0.0526,-0.0685,-0.016,-0.00318,-0.0386,-0.21
2020,3,2,19,-0.0776,-0.0542,-0.0355,-0.0374,-0.0504,-0.032,0.00894,0.039,-0.0906,-0.138
2020,3,2,20,0.0271,-0.0392,-0.0281,-0.0326,-0.0643,-0.0151,-0.0889,-0.0593,-0.0356,-0.206
2020,3,2,21,-0.0443,-0.164,-0.0299,-0.0618,-0.0334,-0.0272,-0.0366,0.0385,0.0219,-0.118
2020,3,2,22,-0.00721,0.217,-0.0277,0.0182,-0.0488,-0.0217,-0.0327,0.0105,-0.162,-0.141
2020,3,2,23,-0.0209,-0.0844,-0.0305,-0.0361,-0.0324,-0.0292,0.0759,-0.00449,0.00531,-0.157
2020,3,2,24,-0.0399,-0.167,-0.0109,-0.0254,0.0232,-0.00159,-0.0148,0.0868,-0.0992,-0.14
2020,3,2,25,-0.0414,0.0263,-0.00454,-0.00687,-0.0124,-0.00341,0.106,0.074,0.0337,-0.104
2020,3,2,26,-0.014,-0.0378,-0.0279,-0.0152,-0.0123,-0.0386,0.00602,0.0584,-0.0649,-0.167
2020,3,2,27,0.0186,-0.0844,0.0284,0.0162,0.0451,0.0391,0.0929,0.15,-0.0255,-0.145
2020,3,2,28,-0.0336,-0.152,-0.0748,-0.00646,-0.0741,-0.0883,-0.112,0.0462,-0.0376,-0.158
2020,3,2,29,-0.021,-0.162,-0.0247,-0.0162,-0.0652,-0.0151,-0.0141,-0.0412,-0.0533,-0.221
2020,3,2,30,0.0881,0.0597,0.0407,.,0.193,0.0128,0.199,0.213,-0.0938,-0.08
2020,3,2,31,-0.0056,-0.101,0.00165,0.0173,0.0186,-0.00742,0.0545,0.0561,-0.0764,-0.092
2020,3,2,32,-0.00593,0.0163,0.00168,0.00771,-0.0226,0.00598,-0.0472,0.221,0.0608,-0.127
2020,3,2,33,-0.0318,-0.0978,0.000405,-0.00694,-0.348,0.0135,-0.0519,0.0589,0.127,-0.0531
2020,3,2,34,-0.0404,-0.0487,0.0195,0.015,0.042,0.0203,0.00979,0.0847,0.0603,-0.092
2020,3,2,35,-0.0802,-0.0478,0.0109,0.0502,-0.00257,0.0126,-0.037,0.201,0.0171,-0.117
2020,3,2,36,-0.0612,-0.076,-0.0212,-0.0215,-0.0162,-0.0242,0.0352,0.066,-0.0349,-0.114
2020,3,2,37,-0.0495,-0.0272,0.00443,0.00767,0.00579,0.00255,-0.00923,0.0958,0.0283,-0.134
2020,3,2,38,0.00238,0.134,0.0166,-0.000425,0.0588,0.0179,0.0495,0.046,-0.0465,-0.0918
2020,3,2,39,-0.0523,-0.207,-0.0408,-0.0607,-0.0273,-0.0429,-0.0205,0.052,-0.0293,-0.203
2020,3,2,40,0.02,-0.108,-0.00135,-0.023,0.00576,0.000811,0.0386,-0.00529,0.0186,-0.13
2020,3,2,41,-0.00822,-0.0352,0.0584,0.0148,0.115,0.0668,0.0844,0.256,0.083,-0.0916
2020,3,2,42,-0.0559,-0.165,-0.0377,-0.0271,-0.0724,-0.0359,-0.0229,0.0171,-0.0631,-0.124
2020,3,2,44,-0.117,-0.226,-0.0777,0.0374,-0.21,-0.127,-0.0389,0.0493,0.0055,-0.136
2020,3,2,45,-0.028,-0.123,-0.0185,-0.0168,-0.0281,-0.0148,-0.0229,0.0394,0.00997,-0.116
2020,3,2,46,-0.0351,0.205,-0.0485,-0.0552,-0.163,-0.0254,0.0376,0.0532,0.0899,-0.217
2020,3,2,47,-0.0449,-0.00932,0.00482,0.0362,-0.00529,0.0118,0.03,0.0546,-0.00318,-0.106
2020,3,2,48,-0.0112,-0.0589,0.0174,0.0158,0.00618,0.0208,0.00537,0.105,-0.0035,-0.0826
2020,3,2,49,-0.0825,-0.0906,0.0304,0.0314,-0.0202,0.0368,-0.0392,0.266,-0.0893,-0.0695
2020,3,2,50,-0.163,-0.0715,-0.136,-0.182,.,-0.124,-0.0466,0.0188,-0.214,-0.18
2020,3,2,51,-0.0527,-0.0823,-0.0183,-0.028,-0.0101,-0.0118,-0.00443,0.0766,0.00973,-0.165
2020,3,2,53,-0.0773,0.104,0.0229,0.00276,0.0322,0.0436,0.0199,0.226,0.0171,-0.113
2020,3,2,54,-0.059,0.0394,-0.0474,0.0148,-0.0618,-0.0383,-0.0143,0.0145,0.0126,-0.176
2020,3,2,55,0.00569,0.0743,0.00315,-0.0309,0.0194,0.0142,0.0678,0.0681,-0.0264,-0.139
2020,3,2,56,-0.034,0.0566,0.0103,-0.002,-0.0273,0.0143,-0.0153,0.00861,0.082,-0.0973
2020,3,3,1,-0.0356,0.00969,-0.00499,0.0168,0.00641,-0.0223,-0.0409,0.104,-0.0444,-0.144
2020,3,3,2,0.000203,-0.138,-0.0132,0.018,.,-0.0747,0.0243,0.172,-0.23,-0.0343
2020,3,3,4,-0.0554,-0.0842,0.00964,0.00793,0.000717,0.0135,-0.00815,0.114,-0.0142,-0.0746
2020,3,3,5,0.0461,-0.122,0.026,0.0719,0.016,0.0284,0.00646,0.0421,0.125,-0.122
2020,3,3,6,-0.0271,-0.0709,0.0204,0.0187,0.0206,0.0234,0.00469,0.182,-0.00779,-0.117
2020,3,3,8,-0.0437,0.0555,0.0132,0.0108,0.0232,0.0137,0.0381,0.19,-0.0916,-0.145
2020,3,3,9,-0.0362,-0.116,0.0000656,0.000408,0.0222,-0.0052,0.0448,0.0828,0.0481,-0.155
2020,3,3,10,-0.0714,-0.169,-0.00391,-0.028,-0.0971,0.0108,0.374,0.0877,-0.172,-0.177
2020,3,3,11,-0.0575,-0.0301,-0.00691,-0.0066,0.0214,-0.0298,-0.0427,0.189,-0.0509,-0.277
2020,3,3,12,-0.0283,-0.036,-0.000736,-0.00606,0.00886,-0.00394,0.0147,0.0561,-0.0183,-0.141
2020,3,3,13,-0.0319,-0.124,0.0124,0.0202,0.0132,0.00556,-0.00155,0.185,-0.0302,-0.114
2020,3,3,15,-0.0032,-0.0376,0.0223,0.0113,0.0685,0.0372,0.059,0.138,0.127,-0.0768
2020,3,3,16,-0.0294,-0.059,0.0237,-0.0582,0.0374,0.026,-0.0334,0.155,-0.0000998,-0.0201
2020,3,3,17,-0.0604,-0.023,-0.0427,-0.0516,-0.0178,-0.0455,-0.0154,0.0476,-0.0628,-0.159
2020,3,3,18,-0.0543,-0.241,-0.0291,0.0192,-0.0316,-0.0393,0.00237,0.0154,-0.0398,-0.198
2020,3,3,19,-0.0974,-0.042,-0.0399,-0.0522,-0.0444,-0.0338,-0.0149,0.0277,-0.0873,-0.185
2020,3,3,20,0.0663,-0.031,0.0155,-0.0152,-0.00667,0.0289,-0.0284,0.0174,-0.0121,-0.184
2020,3,3,21,-0.0414,-0.127,-0.00415,-0.0609,0.00462,-0.0055,-0.000365,0.0719,0.039,-0.105
2020,3,3,22,-0.014,0.191,0.0237,0.038,0.00948,0.0297,-0.00287,0.0453,0.0031,-0.122
2020,3,3,23,-0.0486,-0.069,-0.035,-0.0399,-0.0378,-0.0334,0.0451,-0.0213,0.0451,-0.179
2020,3,3,24,-0.0359,-0.124,0.00411,-0.0147,0.0629,0.0138,0.0211,0.116,-0.0707,-0.142
2020,3,3,25,-0.0248,0.0351,-0.0113,-0.0146,-0.0194,-0.00883,0.0731,0.0687,0.00528,-0.139
2020,3,3,26,-0.0231,-0.0348,-0.0314,-0.018,-0.0135,-0.0435,-0.00596,0.0229,-0.0578,-0.176
2020,3,3,27,-0.0152,-0.0747,0.0118,-0.000577,0.0402,0.0218,0.0589,0.119,-0.016,-0.158
2020,3,3,28,0.00249,-0.133,-0.0129,0.0758,-0.00691,-0.0424,-0.0562,0.071,0.117,-0.112
2020,3,3,29,0.0297,-0.148,0.0159,-0.00311,-0.0157,0.0324,0.082,0.0449,-0.0441,-0.191
2020,3,3,30,0.0712,0.0748,0.0257,.,0.157,0.000869,0.233,0.244,-0.152,-0.0763
2020,3,3,31,-0.0444,-0.105,-0.00968,-0.000352,0.00985,-0.0167,0.021,0.0246,-0.0677,-0.109
2020,3,3,32,-0.00587,0.0328,0.00127,0.00577,-0.0115,0.00286,-0.0778,0.274,0.074,-0.125
2020,3,3,33,-0.0649,-0.141,-0.0125,-0.0175,-0.365,-0.0014,-0.0663,0.0359,0.152,-0.0674
2020,3,3,34,-0.0425,-0.0699,0.0144,0.00778,0.0363,0.0187,0.0165,0.0712,0.0441,-0.0888
2020,3,3,35,-0.0866,-0.0589,0.00951,0.0458,-0.00877,0.0136,-0.0489,0.225,0.0145,-0.147
2020,3,3,36,-0.0635,-0.0739,-0.0209,-0.0214,-0.0123,-0.0244,0.0218,0.0525,-0.037,-0.0998
2020,3,3,37,-0.0487,0.00301,0.00662,0.0118,0.0117,0.00263,-0.014,0.121,0.00939,-0.138
2020,3,3,38,-0.0292,0.104,0.0152,0.00226,0.0518,0.0153,0.0571,0.0486,-0.0537,-0.0951
2020,3,3,39,-0.0464,-0.177,-0.0315,-0.057,-0.0133,-0.0347,-0.0212,0.0536,-0.0585,-0.211
2020,3,3,40,0.0429,-0.0862,0.021,0.00267,0.038,0.0175,0.0865,0.0248,-0.0196,-0.11
2020,3,3,41,-0.0226,-0.093,0.0565,0.00601,0.0925,0.0706,0.0735,0.294,0.0738,-0.106
2020,3,3,42,-0.0559,-0.169,-0.0384,-0.0374,-0.0692,-0.0331,-0.0124,0.000132,-0.0581,-0.132
2020,3,3,44,-0.26,-0.247,-0.113,-0.0637,-0.163,-0.141,-0.0318,0.0213,0.00652,-0.189
2020,3,3,45,-0.0253,-0.12,-0.00972,-0.00581,-0.0142,-0.00824,-0.0222,0.0525,0.0000397,-0.112
2020,3,3,46,-0.0505,0.204,-0.0457,-0.071,-0.135,-0.0244,0.0248,0.0552,0.11,-0.234
2020,3,3,47,-0.0409,-0.0259,-0.0000365,0.037,-0.0113,0.00746,0.0466,0.0591,-0.0246,-0.123
2020,3,3,48,-0.0107,-0.0722,0.0229,0.0248,0.00715,0.0257,0.00582,0.122,-0.0165,-0.0762
2020,3,3,49,-0.0827,-0.115,0.0377,0.0465,-0.00424,0.0368,-0.0485,0.303,-0.073,-0.084
2020,3,3,50,-0.142,-0.125,-0.117,-0.162,.,-0.109,-0.0382,0.0245,-0.167,-0.165
2020,3,3,51,-0.0452,-0.0708,-0.00888,-0.0245,0.00702,0.00127,0.0083,0.0943,-0.0076,-0.165
2020,3,3,53,-0.0909,0.0741,0.029,0.0149,0.0491,0.0425,-0.00718,0.268,-0.00543,-0.104
2020,3,3,54,-0.0523,0.0362,-0.0212,0.0129,-0.0326,-0.0131,0.0266,0.0379,0.0871,-0.159
2020,3,3,55,-0.0232,0.0671,-0.0149,-0.0382,-0.00179,-0.00772,0.0132,0.0238,-0.0372,-0.161
2020,3,3,56,-0.0235,0.0359,0.0274,0.0624,0.0264,0.0205,0.0111,0.0182,0.0905,-0.0589
2020,3,4,1,-0.0426,-0.0169,-0.0198,0.000628,-0.0181,-0.028,-0.028,0.0758,-0.0228,-0.17
2020,3,4,2,-0.0206,-0.114,-0.00869,0.0231,.,-0.0695,0.0673,0.171,-0.164,0.0292
2020,3,4,4,-0.0634,-0.106,0.00271,0.0119,-0.0166,0.00365,-0.0161,0.143,-0.00923,-0.103
2020,3,4,5,0.0249,-0.116,-0.0124,0.0615,-0.0279,-0.008,-0.0132,0.0198,0.0319,-0.15
2020,3,4,6,-0.0385,-0.0616,0.0114,0.0097,0.0107,0.0148,-0.0124,0.193,-0.0128,-0.138
2020,3,4,8,-0.051,0.0349,0.000585,-0.00501,0.0121,0.00409,0.0386,0.197,-0.0927,-0.159
2020,3,4,9,-0.0575,-0.107,0.0024,0.000766,0.0494,-0.00311,0.0605,0.108,0.115,-0.191
2020,3,4,10,-0.0741,-0.185,-0.0228,-0.0516,-0.113,-0.00587,0.274,0.0922,-0.21,-0.169
2020,3,4,11,-0.0583,-0.0534,-0.00164,-0.00311,0.0401,-0.0247,-0.02,0.213,-0.0234,-0.216
2020,3,4,12,-0.0371,-0.0722,-0.0154,-0.011,-0.0138,-0.0177,0.00692,0.0455,-0.0326,-0.156
2020,3,4,13,-0.0374,-0.129,-0.00065,0.00209,-0.000299,-0.00438,-0.00321,0.181,-0.05,-0.131
2020,3,4,15,-0.0137,0.0021,0.00204,-0.00811,0.0671,0.0147,0.0514,0.119,-0.0462,-0.107
2020,3,4,16,-0.0397,-0.0608,0.00665,-0.0491,0.0329,0.00478,-0.032,0.159,-0.00187,-0.0463
2020,3,4,17,-0.0763,-0.0178,-0.0517,-0.0484,-0.0469,-0.0563,-0.0192,0.0586,-0.0491,-0.171
2020,3,4,18,-0.0686,-0.246,-0.0405,0.0205,-0.0324,-0.0565,0.0135,0.0358,-0.12,-0.208
2020,3,4,19,-0.0796,-0.08,-0.0502,-0.0724,-0.0477,-0.041,-0.00451,0.0434,-0.113,-0.219
2020,3,4,20,0.0694,-0.0424,0.0206,0.00492,0.0301,0.0205,-0.0199,0.0254,0.0357,-0.195
2020,3,4,21,-0.0418,-0.139,-0.0131,-0.0799,-0.00854,-0.0116,-0.000608,0.061,0.0185,-0.137
2020,3,4,22,-0.0576,0.0414,0.00163,0.0135,-0.00781,0.00517,-0.0327,0.0104,0.0405,-0.133
2020,3,4,23,-0.0431,-0.115,-0.0457,-0.0637,-0.064,-0.0357,0.0327,-0.017,0.0469,-0.195
2020,3,4,24,-0.0363,-0.128,-0.00331,-0.0134,0.0267,-0.00206,0.0367,0.119,-0.0641,-0.156
2020,3,4,25,-0.0166,0.00711,0.00181,0.00494,-0.0464,-0.00805,0.0683,0.0935,0.0233,-0.147
2020,3,4,26,-0.0339,-0.0328,-0.0348,-0.0122,-0.0276,-0.0436,-0.00135,0.0233,-0.0675,-0.19
2020,3,4,27,-0.0153,-0.0813,0.00382,-0.00418,0.0176,0.0105,0.0483,0.124,0.00125,-0.177
2020,3,4,28,0.00633,-0.194,-0.0222,0.104,-0.0224,-0.0434,-0.0613,0.051,0.105,-0.103
2020,3,4,29,0.0444,-0.14,0.0162,-0.00195,0.00968,0.0239,0.0978,0.0675,-0.0676,-0.201
2020,3,4,30,0.0449,0.0665,0.0205,.,0.141,-0.00294,0.208,0.236,-0.201,-0.0892
2020,3,4,31,-0.0626,-0.119,-0.0265,-0.00875,-0.0175,-0.0351,0.0147,0.016,-0.0656,-0.125
2020,3,4,32,-0.00326,0.0707,-0.00251,-0.00021,-0.0213,0.00202,-0.091,0.305,0.0678,-0.133
2020,3,4,33,-0.0712,-0.158,-0.016,-0.0177,-0.331,-0.00819,-0.0651,0.0575,0.231,-0.0925
2020,3,4,34,-0.0465,-0.0741,0.003,-0.000448,0.007,0.00598,0.0217,0.0806,0.0191,-0.0983
2020,3,4,35,-0.101,-0.103,-0.000984,0.0294,-0.0165,0.00246,-0.0744,0.261,-0.0722,-0.171
2020,3,4,36,-0.0694,-0.0874,-0.0299,-0.0221,-0.0335,-0.0398,0.0267,0.0494,-0.0454,-0.13
2020,3,4,37,-0.0489,-0.00246,-0.00206,0.0132,0.00491,-0.0111,-0.00758,0.122,-0.00642,-0.167
2020,3,4,38,-0.0298,-0.0856,-0.00712,-0.0201,0.017,-0.00467,0.0555,0.0352,-0.0657,-0.108
2020,3,4,39,-0.0469,-0.146,-0.0345,-0.0282,-0.0226,-0.04,-0.0287,0.0536,-0.00188,-0.204
2020,3,4,40,0.0431,-0.0781,0.0261,0.015,0.0325,0.0251,0.0972,0.0397,-0.00798,-0.119
2020,3,4,41,-0.0336,-0.0985,0.0377,-0.00722,0.0656,0.0508,0.0452,0.265,0.0407,-0.116
2020,3,4,42,-0.0617,-0.194,-0.0503,-0.0465,-0.103,-0.0351,-0.026,0.00832,-0.0193,-0.14
2020,3,4,44,-0.248,-0.272,-0.101,-0.0584,-0.171,-0.117,-0.0426,0.0375,0.0999,-0.241
2020,3,4,45,-0.0274,-0.145,-0.0268,-0.0181,-0.0356,-0.0246,-0.0301,0.0421,-0.024,-0.141
2020,3,4,46,-0.022,0.143,-0.0584,-0.0762,-0.152,-0.0377,0.0146,0.0358,0.0968,-0.257
2020,3,4,47,-0.04,-0.047,-0.0197,0.0234,-0.0348,-0.009,0.0379,0.0429,-0.0746,-0.133
2020,3,4,48,-0.0156,-0.0653,0.0108,0.0179,-0.0132,0.0133,0.00786,0.118,-0.00729,-0.091
2020,3,4,49,-0.0859,-0.113,0.0234,0.0358,-0.00185,0.0173,-0.0577,0.309,-0.0645,-0.139
2020,3,4,50,-0.194,-0.15,-0.132,-0.194,.,-0.122,-0.0498,0.0101,-0.321,-0.136
2020,3,4,51,-0.0427,-0.0643,-0.0198,-0.0259,-0.0187,-0.0145,0.00976,0.0886,-0.028,-0.172
2020,3,4,53,-0.101,0.128,0.0295,0.0183,0.083,0.0375,-0.0175,0.283,0.0128,-0.109
2020,3,4,54,-0.0585,-0.0324,-0.0304,-0.0139,-0.0417,-0.0211,0.0377,0.0238,0.00781,-0.162
2020,3,4,55,-0.0251,0.0801,-0.023,-0.0328,-0.00402,-0.0216,-0.0022,0.0327,-0.0475,-0.171
2020,3,4,56,-0.00909,0.00426,0.0168,0.0497,0.0484,0.00816,-0.0178,0.00734,-0.023,-0.0735
2020,3,5,1,-0.0498,-0.0608,-0.0374,-0.0235,-0.0396,-0.0405,0.0011,0.0699,-0.00371,-0.209
2020,3,5,2,-0.00828,-0.233,0.0149,0.0412,.,-0.0402,0.0854,0.182,-0.154,0.0477
2020,3,5,4,-0.0739,-0.13,-0.004,0.00754,-0.032,-0.00156,-0.0126,0.149,0.00818,-0.128
2020,3,5,5,0.0291,-0.126,-0.0308,0.0433,-0.0439,-0.0279,-0.0429,0.0101,0.0524,-0.151
2020,3,5,6,-0.0503,-0.101,0.0121,0.0134,-0.00218,0.0124,-0.0205,0.203,-0.023,-0.14
2020,3,5,8,-0.0506,0.0118,0.000319,-0.00407,0.0117,0.00249,0.0197,0.199,-0.0797,-0.167
2020,3,5,9,-0.0791,-0.0939,-0.00814,-0.000072,0.00765,-0.0302,0.0299,0.116,0.0595,-0.203
2020,3,5,10,-0.0665,-0.197,-0.0451,-0.0527,-0.0858,-0.041,0.186,0.0897,-0.251,-0.163
2020,3,5,11,-0.0619,-0.0434,0.000852,-0.00862,0.0975,-0.0216,0.0312,0.245,0.0772,-0.275
2020,3,5,12,-0.0467,-0.0951,-0.0354,-0.0282,-0.0364,-0.0371,-0.0205,0.0343,-0.0414,-0.174
2020,3,5,13,-0.0425,-0.134,-0.0203,-0.0061,-0.036,-0.0242,-0.0324,0.167,-0.0698,-0.165
2020,3,5,15,0.00366,-0.0708,-0.0203,-0.0334,0.0827,-0.00421,0.0452,0.0873,-0.074,-0.138
2020,3,5,16,-0.049,-0.0619,0.00723,-0.078,0.0394,0.00614,-0.0356,0.152,-0.0000263,-0.0609
2020,3,5,17,-0.0778,-0.0189,-0.0589,-0.0476,-0.0742,-0.0623,-0.038,0.0486,-0.062,-0.164
2020,3,5,18,-0.0678,-0.24,-0.0522,0.00335,-0.0398,-0.0684,-0.0105,0.0362,-0.184,-0.214
2020,3,5,19,-0.0785,-0.111,-0.0603,-0.0822,-0.0673,-0.0495,-0.0344,0.0462,-0.119,-0.207
2020,3,5,20,0.0565,-0.0154,0.0107,-0.00174,0.0216,0.00955,-0.0404,0.0318,0.0339,-0.21
2020,3,5,21,-0.0587,-0.172,-0.0309,-0.0635,-0.0334,-0.0288,-0.0239,0.0576,-0.0311,-0.149
2020,3,5,22,-0.096,0.0453,0.00777,-0.0152,0.00613,0.0113,-0.0381,0.0159,0.143,-0.13
2020,3,5,23,-0.0429,-0.11,-0.0485,-0.0458,-0.0529,-0.0468,0.0407,-0.0111,-0.0817,-0.195
2020,3,5,24,-0.037,-0.153,-0.0121,-0.0227,0.022,-0.0112,0.0398,0.128,-0.0546,-0.169
2020,3,5,25,-0.00273,0.0813,0.00921,0.0138,-0.0316,-0.00447,0.044,0.0958,0.0244,-0.138
2020,3,5,26,-0.0364,-0.036,-0.038,-0.0105,-0.0346,-0.0461,-0.0123,0.0325,-0.0519,-0.187
2020,3,5,27,-0.0249,-0.0868,-0.00717,-0.0153,0.0201,-0.00107,0.0259,0.116,0.0083,-0.196
